OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10 
?,2481,2481,2481,2481,2481,2481,2481,2481,2481,2481
?,2366,2366,2366,2366,2366,2366,2366,2366,2366,2366
?,1660,1660,1660,1660,1660,1660,1660,1660,1660,1660
?,1030,1030,1030,1030,1030,1030,1030,1030,1030,1030
?,2145,2145,2145,2145,2145,2145,2145,2145,2145,2145
?,1670,1670,1670,1670,1670,1670,1670,1670,1670,1670
?,684,684,684,684,684,684,684,684,684,684
?,2061,2061,2061,2061,2061,2061,2061,2061,2061,2061
?,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047
?,518,518,518,518,518,518,518,518,518,518
?,150,150,150,150,150,150,150,150,150,150
?,848,848,848,848,848,848,848,848,848,848
?,301,301,301,301,301,301,301,301,301,301
?,2457,2457,2457,2457,2457,2457,2457,2457,2457,2457
?,1506,1506,1506,1506,1506,1506,1506,1506,1506,1506
?,1223,1223,1223,1223,1223,1223,1223,1223,1223,1223
?,474,474,474,474,474,474,474,474,474,474
?,2476,2476,2476,2476,2476,2476,2476,2476,2476,2476
?,1690,1690,1690,1690,1690,1690,1690,1690,1690,1690
?,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568
?,1540,1540,1540,1540,1540,1540,1540,1540,1540,1540
?,1227,1227,1227,1227,1227,1227,1227,1227,1227,1227
?,1531,1531,1531,1531,1531,1531,1531,1531,1531,1531
?,98,98,98,98,98,98,98,98,98,98
?,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
?,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996
?,814,814,814,814,814,814,814,814,814,814
?,66,66,66,66,66,66,66,66,66,66
?,883,883,883,883,883,883,883,883,883,883
?,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784
?,2616,2616,2616,2616,2616,2616,2616,2616,2616,2616
?,603,603,603,603,603,603,603,603,603,603
?,1843,1843,1843,1843,1843,1843,1843,1843,1843,1843
?,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419
?,573,573,573,573,573,573,573,573,573,573
?,2659,2659,2659,2659,2659,2659,2659,2659,2659,2659
?,1237,1237,1237,1237,1237,1237,1237,1237,1237,1237
?,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624
?,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002
?,583,583,583,583,583,583,583,583,583,583
?,68,68,68,68,68,68,68,68,68,68
?,931,931,931,931,931,931,931,931,931,931
?,1799,1799,1799,1799,1799,1799,1799,1799,1799,1799
?,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036
?,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994
?,1636,1636,1636,1636,1636,1636,1636,1636,1636,1636
?,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911
?,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906
?,1522,1522,1522,1522,1522,1522,1522,1522,1522,1522
?,839,839,839,839,839,839,839,839,839,839
?,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898
?,535,535,535,535,535,535,535,535,535,535
?,1704,1704,1704,1704,1704,1704,1704,1704,1704,1704
?,211,211,211,211,211,211,211,211,211,211
?,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006
?,597,597,597,597,597,597,597,597,597,597
?,2622,2622,2622,2622,2622,2622,2622,2622,2622,2622
?,415,415,415,415,415,415,415,415,415,415
?,1211,1211,1211,1211,1211,1211,1211,1211,1211,1211
?,1533,1533,1533,1533,1533,1533,1533,1533,1533,1533
?,218,218,218,218,218,218,218,218,218,218
?,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436
?,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906
?,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584
?,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677
?,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776
?,320,320,320,320,320,320,320,320,320,320
?,2451,2451,2451,2451,2451,2451,2451,2451,2451,2451
?,1205,1205,1205,1205,1205,1205,1205,1205,1205,1205
?,1454,1454,1454,1454,1454,1454,1454,1454,1454,1454
?,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
?,2260,2260,2260,2260,2260,2260,2260,2260,2260,2260
?,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955
?,166,166,166,166,166,166,166,166,166,166
?,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964
?,278,278,278,278,278,278,278,278,278,278
?,1444,1444,1444,1444,1444,1444,1444,1444,1444,1444
?,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358
?,793,793,793,793,793,793,793,793,793,793
?,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272
?,2076,2076,2076,2076,2076,2076,2076,2076,2076,2076
?,680,680,680,680,680,680,680,680,680,680
?,46,46,46,46,46,46,46,46,46,46
?,415,415,415,415,415,415,415,415,415,415
?,598,598,598,598,598,598,598,598,598,598
?,2301,2301,2301,2301,2301,2301,2301,2301,2301,2301
?,1105,1105,1105,1105,1105,1105,1105,1105,1105,1105
?,246,246,246,246,246,246,246,246,246,246
?,102,102,102,102,102,102,102,102,102,102
?,2087,2087,2087,2087,2087,2087,2087,2087,2087,2087
?,896,896,896,896,896,896,896,896,896,896
?,2584,2584,2584,2584,2584,2584,2584,2584,2584,2584
?,2135,2135,2135,2135,2135,2135,2135,2135,2135,2135
?,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521
?,99,99,99,99,99,99,99,99,99,99
?,1837,1837,1837,1837,1837,1837,1837,1837,1837,1837
?,1653,1653,1653,1653,1653,1653,1653,1653,1653,1653
?,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369
?,2511,2511,2511,2511,2511,2511,2511,2511,2511,2511
?,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886
?,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422
?,2547,2547,2547,2547,2547,2547,2547,2547,2547,2547
?,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338
?,1168,1168,1168,1168,1168,1168,1168,1168,1168,1168
?,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508
?,209,209,209,209,209,209,209,209,209,209
?,2118,2118,2118,2118,2118,2118,2118,2118,2118,2118
?,2399,2399,2399,2399,2399,2399,2399,2399,2399,2399
?,506,506,506,506,506,506,506,506,506,506
?,1796,1796,1796,1796,1796,1796,1796,1796,1796,1796
?,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997
?,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776
?,2106,2106,2106,2106,2106,2106,2106,2106,2106,2106
?,149,149,149,149,149,149,149,149,149,149
?,2730,2730,2730,2730,2730,2730,2730,2730,2730,2730
?,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245
?,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320
?,2073,2073,2073,2073,2073,2073,2073,2073,2073,2073
?,276,276,276,276,276,276,276,276,276,276
?,629,629,629,629,629,629,629,629,629,629
?,1548,1548,1548,1548,1548,1548,1548,1548,1548,1548
?,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353
?,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706
?,1802,1802,1802,1802,1802,1802,1802,1802,1802,1802
?,2602,2602,2602,2602,2602,2602,2602,2602,2602,2602
?,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095
?,590,590,590,590,590,590,590,590,590,590
?,583,583,583,583,583,583,583,583,583,583
?,805,805,805,805,805,805,805,805,805,805
?,382,382,382,382,382,382,382,382,382,382
?,2527,2527,2527,2527,2527,2527,2527,2527,2527,2527
?,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573
?,1130,1130,1130,1130,1130,1130,1130,1130,1130,1130
?,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616
?,903,903,903,903,903,903,903,903,903,903
?,172,172,172,172,172,172,172,172,172,172
?,181,181,181,181,181,181,181,181,181,181
?,1241,1241,1241,1241,1241,1241,1241,1241,1241,1241
?,50,50,50,50,50,50,50,50,50,50
?,545,545,545,545,545,545,545,545,545,545
?,797,797,797,797,797,797,797,797,797,797
?,1714,1714,1714,1714,1714,1714,1714,1714,1714,1714
?,2332,2332,2332,2332,2332,2332,2332,2332,2332,2332
?,794,794,794,794,794,794,794,794,794,794
?,1711,1711,1711,1711,1711,1711,1711,1711,1711,1711
?,622,622,622,622,622,622,622,622,622,622
?,1749,1749,1749,1749,1749,1749,1749,1749,1749,1749
?,2241,2241,2241,2241,2241,2241,2241,2241,2241,2241
?,2328,2328,2328,2328,2328,2328,2328,2328,2328,2328
?,1046,1046,1046,1046,1046,1046,1046,1046,1046,1046
?,863,863,863,863,863,863,863,863,863,863
?,3,3,3,3,3,3,3,3,3,3
?,272,272,272,272,272,272,272,272,272,272
?,670,670,670,670,670,670,670,670,670,670
?,154,154,154,154,154,154,154,154,154,154
?,1088,1088,1088,1088,1088,1088,1088,1088,1088,1088
?,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977
?,271,271,271,271,271,271,271,271,271,271
?,898,898,898,898,898,898,898,898,898,898
?,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919
?,679,679,679,679,679,679,679,679,679,679
?,2756,2756,2756,2756,2756,2756,2756,2756,2756,2756
?,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
?,468,468,468,468,468,468,468,468,468,468
?,328,328,328,328,328,328,328,328,328,328
?,2742,2742,2742,2742,2742,2742,2742,2742,2742,2742
?,1883,1883,1883,1883,1883,1883,1883,1883,1883,1883
?,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404
?,2527,2527,2527,2527,2527,2527,2527,2527,2527,2527
?,1525,1525,1525,1525,1525,1525,1525,1525,1525,1525
?,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921
?,1058,1058,1058,1058,1058,1058,1058,1058,1058,1058
?,2364,2364,2364,2364,2364,2364,2364,2364,2364,2364
?,2288,2288,2288,2288,2288,2288,2288,2288,2288,2288
?,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245
?,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355
?,2587,2587,2587,2587,2587,2587,2587,2587,2587,2587
?,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724
?,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338
?,2158,2158,2158,2158,2158,2158,2158,2158,2158,2158
?,638,638,638,638,638,638,638,638,638,638
?,2736,2736,2736,2736,2736,2736,2736,2736,2736,2736
?,2794,2794,2794,2794,2794,2794,2794,2794,2794,2794
?,2416,2416,2416,2416,2416,2416,2416,2416,2416,2416
?,2131,2131,2131,2131,2131,2131,2131,2131,2131,2131
?,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796
?,1143,1143,1143,1143,1143,1143,1143,1143,1143,1143
?,2433,2433,2433,2433,2433,2433,2433,2433,2433,2433
?,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005
?,927,927,927,927,927,927,927,927,927,927
?,92,92,92,92,92,92,92,92,92,92
?,1778,1778,1778,1778,1778,1778,1778,1778,1778,1778
?,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980
?,1115,1115,1115,1115,1115,1115,1115,1115,1115,1115
?,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345
?,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085
?,1232,1232,1232,1232,1232,1232,1232,1232,1232,1232
?,2044,2044,2044,2044,2044,2044,2044,2044,2044,2044
?,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658
?,211,211,211,211,211,211,211,211,211,211
?,2424,2424,2424,2424,2424,2424,2424,2424,2424,2424
?,1231,1231,1231,1231,1231,1231,1231,1231,1231,1231
?,1056,1056,1056,1056,1056,1056,1056,1056,1056,1056
?,437,437,437,437,437,437,437,437,437,437
?,607,607,607,607,607,607,607,607,607,607
?,2274,2274,2274,2274,2274,2274,2274,2274,2274,2274
?,916,916,916,916,916,916,916,916,916,916
?,897,897,897,897,897,897,897,897,897,897
?,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019
?,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902
?,628,628,628,628,628,628,628,628,628,628
?,404,404,404,404,404,404,404,404,404,404
?,2221,2221,2221,2221,2221,2221,2221,2221,2221,2221
?,2072,2072,2072,2072,2072,2072,2072,2072,2072,2072
?,1487,1487,1487,1487,1487,1487,1487,1487,1487,1487
?,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691
?,1638,1638,1638,1638,1638,1638,1638,1638,1638,1638
?,1718,1718,1718,1718,1718,1718,1718,1718,1718,1718
?,2321,2321,2321,2321,2321,2321,2321,2321,2321,2321
?,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357
?,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226
?,333,333,333,333,333,333,333,333,333,333
?,994,994,994,994,994,994,994,994,994,994
?,666,666,666,666,666,666,666,666,666,666
?,2553,2553,2553,2553,2553,2553,2553,2553,2553,2553
?,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971
?,2716,2716,2716,2716,2716,2716,2716,2716,2716,2716
?,272,272,272,272,272,272,272,272,272,272
?,1286,1286,1286,1286,1286,1286,1286,1286,1286,1286
?,234,234,234,234,234,234,234,234,234,234
?,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785
?,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663
?,1771,1771,1771,1771,1771,1771,1771,1771,1771,1771
?,631,631,631,631,631,631,631,631,631,631
?,1697,1697,1697,1697,1697,1697,1697,1697,1697,1697
?,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939
?,126,126,126,126,126,126,126,126,126,126
?,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368
?,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518
?,485,485,485,485,485,485,485,485,485,485
?,1262,1262,1262,1262,1262,1262,1262,1262,1262,1262
?,966,966,966,966,966,966,966,966,966,966
?,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993
?,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
?,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624
?,2411,2411,2411,2411,2411,2411,2411,2411,2411,2411
?,877,877,877,877,877,877,877,877,877,877
?,1661,1661,1661,1661,1661,1661,1661,1661,1661,1661
?,1762,1762,1762,1762,1762,1762,1762,1762,1762,1762
?,964,964,964,964,964,964,964,964,964,964
?,1174,1174,1174,1174,1174,1174,1174,1174,1174,1174
?,997,997,997,997,997,997,997,997,997,997
?,2501,2501,2501,2501,2501,2501,2501,2501,2501,2501
?,676,676,676,676,676,676,676,676,676,676
?,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377
?,653,653,653,653,653,653,653,653,653,653
?,2450,2450,2450,2450,2450,2450,2450,2450,2450,2450
?,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340
?,2431,2431,2431,2431,2431,2431,2431,2431,2431,2431
?,1544,1544,1544,1544,1544,1544,1544,1544,1544,1544
?,340,340,340,340,340,340,340,340,340,340
?,413,413,413,413,413,413,413,413,413,413
?,337,337,337,337,337,337,337,337,337,337
?,338,338,338,338,338,338,338,338,338,338
?,35,35,35,35,35,35,35,35,35,35
?,615,615,615,615,615,615,615,615,615,615
?,2214,2214,2214,2214,2214,2214,2214,2214,2214,2214
?,1756,1756,1756,1756,1756,1756,1756,1756,1756,1756
?,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
?,379,379,379,379,379,379,379,379,379,379
?,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655
?,623,623,623,623,623,623,623,623,623,623
?,211,211,211,211,211,211,211,211,211,211
?,9,9,9,9,9,9,9,9,9,9
?,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931
?,728,728,728,728,728,728,728,728,728,728
?,134,134,134,134,134,134,134,134,134,134
?,547,547,547,547,547,547,547,547,547,547
?,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194
?,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503
?,2781,2781,2781,2781,2781,2781,2781,2781,2781,2781
?,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464
?,2729,2729,2729,2729,2729,2729,2729,2729,2729,2729
?,2343,2343,2343,2343,2343,2343,2343,2343,2343,2343
?,359,359,359,359,359,359,359,359,359,359
?,166,166,166,166,166,166,166,166,166,166
?,677,677,677,677,677,677,677,677,677,677
?,1269,1269,1269,1269,1269,1269,1269,1269,1269,1269
?,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353
?,410,410,410,410,410,410,410,410,410,410
?,160,160,160,160,160,160,160,160,160,160
?,2388,2388,2388,2388,2388,2388,2388,2388,2388,2388
?,338,338,338,338,338,338,338,338,338,338
?,162,162,162,162,162,162,162,162,162,162
?,2517,2517,2517,2517,2517,2517,2517,2517,2517,2517
?,1,1,1,1,1,1,1,1,1,1
?,788,788,788,788,788,788,788,788,788,788
?,697,697,697,697,697,697,697,697,697,697
?,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601
?,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009
?,441,441,441,441,441,441,441,441,441,441
?,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095
?,2431,2431,2431,2431,2431,2431,2431,2431,2431,2431
?,1194,1194,1194,1194,1194,1194,1194,1194,1194,1194
?,2521,2521,2521,2521,2521,2521,2521,2521,2521,2521
?,2155,2155,2155,2155,2155,2155,2155,2155,2155,2155
?,294,294,294,294,294,294,294,294,294,294
?,2510,2510,2510,2510,2510,2510,2510,2510,2510,2510
?,1166,1166,1166,1166,1166,1166,1166,1166,1166,1166
?,568,568,568,568,568,568,568,568,568,568
?,267,267,267,267,267,267,267,267,267,267
?,1894,1894,1894,1894,1894,1894,1894,1894,1894,1894
?,2483,2483,2483,2483,2483,2483,2483,2483,2483,2483
?,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065
?,645,645,645,645,645,645,645,645,645,645
?,2636,2636,2636,2636,2636,2636,2636,2636,2636,2636
?,2109,2109,2109,2109,2109,2109,2109,2109,2109,2109
?,394,394,394,394,394,394,394,394,394,394
?,2034,2034,2034,2034,2034,2034,2034,2034,2034,2034
?,2485,2485,2485,2485,2485,2485,2485,2485,2485,2485
?,917,917,917,917,917,917,917,917,917,917
?,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163
?,132,132,132,132,132,132,132,132,132,132
?,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612
?,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388
?,2724,2724,2724,2724,2724,2724,2724,2724,2724,2724
?,667,667,667,667,667,667,667,667,667,667
?,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937
?,1854,1854,1854,1854,1854,1854,1854,1854,1854,1854
?,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470
-,943,943,943,943,943,943,943,943,943,943
-,169,169,169,169,169,169,169,169,169,169
-,724,724,724,724,724,724,724,724,724,724
+,228,767,221,316,575,965,741,233,532,621
+,1309,333,686,678,616,929,370,665,249,920
?,568,568,568,568,568,568,568,568,568,568
?,2693,2693,2693,2693,2693,2693,2693,2693,2693,2693
?,2299,2299,2299,2299,2299,2299,2299,2299,2299,2299
?,72,72,72,72,72,72,72,72,72,72
?,1167,1167,1167,1167,1167,1167,1167,1167,1167,1167
?,13,13,13,13,13,13,13,13,13,13
?,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412
?,1670,1670,1670,1670,1670,1670,1670,1670,1670,1670
?,2719,2719,2719,2719,2719,2719,2719,2719,2719,2719
?,483,483,483,483,483,483,483,483,483,483
?,584,584,584,584,584,584,584,584,584,584
?,2320,2320,2320,2320,2320,2320,2320,2320,2320,2320
?,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499
?,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779
?,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399
?,123,123,123,123,123,123,123,123,123,123
?,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250
?,604,604,604,604,604,604,604,604,604,604
?,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664
?,2419,2419,2419,2419,2419,2419,2419,2419,2419,2419
?,1470,1470,1470,1470,1470,1470,1470,1470,1470,1470
?,2231,2231,2231,2231,2231,2231,2231,2231,2231,2231
?,2772,2772,2772,2772,2772,2772,2772,2772,2772,2772
?,601,601,601,601,601,601,601,601,601,601
?,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779
?,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708
?,1090,1090,1090,1090,1090,1090,1090,1090,1090,1090
?,383,383,383,383,383,383,383,383,383,383
?,2256,2256,2256,2256,2256,2256,2256,2256,2256,2256
?,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567
?,2347,2347,2347,2347,2347,2347,2347,2347,2347,2347
?,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
?,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412
?,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667
?,2582,2582,2582,2582,2582,2582,2582,2582,2582,2582
?,299,299,299,299,299,299,299,299,299,299
?,888,888,888,888,888,888,888,888,888,888
?,62,62,62,62,62,62,62,62,62,62
?,2302,2302,2302,2302,2302,2302,2302,2302,2302,2302
?,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974
?,1745,1745,1745,1745,1745,1745,1745,1745,1745,1745
?,403,403,403,403,403,403,403,403,403,403
?,2753,2753,2753,2753,2753,2753,2753,2753,2753,2753
?,597,597,597,597,597,597,597,597,597,597
?,780,780,780,780,780,780,780,780,780,780
?,2165,2165,2165,2165,2165,2165,2165,2165,2165,2165
?,1285,1285,1285,1285,1285,1285,1285,1285,1285,1285
?,2341,2341,2341,2341,2341,2341,2341,2341,2341,2341
?,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380
?,493,493,493,493,493,493,493,493,493,493
?,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032
?,787,787,787,787,787,787,787,787,787,787
?,1094,1094,1094,1094,1094,1094,1094,1094,1094,1094
?,1633,1633,1633,1633,1633,1633,1633,1633,1633,1633
?,2218,2218,2218,2218,2218,2218,2218,2218,2218,2218
?,611,611,611,611,611,611,611,611,611,611
?,986,986,986,986,986,986,986,986,986,986
?,2407,2407,2407,2407,2407,2407,2407,2407,2407,2407
?,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273
?,2085,2085,2085,2085,2085,2085,2085,2085,2085,2085
?,1114,1114,1114,1114,1114,1114,1114,1114,1114,1114
?,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565
?,167,167,167,167,167,167,167,167,167,167
?,121,121,121,121,121,121,121,121,121,121
?,673,673,673,673,673,673,673,673,673,673
?,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960
?,917,917,917,917,917,917,917,917,917,917
?,5,5,5,5,5,5,5,5,5,5
?,27,27,27,27,27,27,27,27,27,27
?,2735,2735,2735,2735,2735,2735,2735,2735,2735,2735
?,2105,2105,2105,2105,2105,2105,2105,2105,2105,2105
